"date","caption","link"
2022-06-21,"Diphtheria - Syria: (RD)","https://promedmail.org/promed-post/?id=8703998&view=true"
2022-06-21,"Hantavirus - Europe: Russia (UD) 2010-19","https://promedmail.org/promed-post/?id=8703986&view=true"
2022-06-21,"Leptospirosis - Indonesia: (YO) rain, fatal","https://promedmail.org/promed-post/?id=8703994&view=true"
2022-06-21,"Avian influenza (140): Americas (USA) raccoon, HPAI","https://promedmail.org/promed-post/?id=8703993&view=true"
2022-06-20,"Anthrax - Ethiopia: (TI) human, conf","https://promedmail.org/promed-post/?id=8703982&view=true"
2022-06-20,"Anthrax - Italy: (LB) human meningitis, cattle","https://promedmail.org/promed-post/?id=8703981&view=true"
2022-06-20,"Lyme disease - global seroprevalence, 1984-2021","https://promedmail.org/promed-post/?id=8703976&view=true"
2022-06-20,"Lumpy skin disease - Asia (09): Afghanistan (KD) cattle, 1st rep","https://promedmail.org/promed-post/?id=8703967&view=true"
2022-06-19,"COVID-19 update (143): long COVID, FDA, South Asia, WHO, global","https://promedmail.org/promed-post/?id=8703945&view=true"
2022-06-19,"Monkeypox - Africa (11): overview, Nigeria, Ghana","https://promedmail.org/promed-post/?id=8703954&view=true"
2022-06-19,"Severe fever w/ thrombocytopenia synd - Japan","https://promedmail.org/promed-post/?id=8703953&view=true"
2022-06-19,"Botulism - Ukraine (02)","https://promedmail.org/promed-post/?id=8703951&view=true"
2022-06-19,"Leptospirosis - Australia (02): (NS) dog, fatal","https://promedmail.org/promed-post/?id=8703949&view=true"
2022-06-19,"Cholera, diarrhea & dysentery update (22): Asia (Iraq, Pakistan)","https://promedmail.org/promed-post/?id=8703947&view=true"
2022-06-19,"Hepatitis A - Lebanon (02): (TR, AK)","https://promedmail.org/promed-post/?id=8703946&view=true"
2022-06-19,"Crimean-Congo hem. fever - Asia (06): Iraq, Iran, Russia","https://promedmail.org/promed-post/?id=8703782&view=true"
2022-06-18,"Hepatitis, undefined, global (22): children, UK, USA, adenovirus susp, 2021-22","https://promedmail.org/promed-post/?id=8703944&view=true"
2022-06-18,"Monkeypox update (14)","https://promedmail.org/promed-post/?id=8703943&view=true"
2022-06-18,"Foot & mouth disease - Indonesia (09): (NB) livestock, spread, control","https://promedmail.org/promed-post/?id=8703940&view=true"
2022-06-18,"Hand, foot & mouth disease update (04): Malaysia (PL)","https://promedmail.org/promed-post/?id=8703736&view=true"
